date,n1,n2,n3,n4,n5
2019-02-06 20:00:00,-0.46,-1.177,-0.977,0.586,1.11
2019-02-06 21:00:00,-0.261,1.023,1.619,0.706,1.024
2019-02-06 22:00:00,0.159,1.711,-0.618,-0.584,0.654
2019-02-06 23:00:00,0.271,-0.773,-0.978,-0.732,-0.006
2019-02-07 00:00:00,-1.412,-1.031,0.214,-0.475,-0.276
2019-02-07 01:00:00,-0.316,-0.299,2.512,0.461,0.111
2019-02-07 02:00:00,1.726,-0.352,-2.175,0.642,-0.611
2019-02-07 03:00:00,2.052,1.107,0.142,-0.651,-0.557
2019-02-07 04:00:00,-0.156,0.247,-1.747,1.791,-0.998
2019-02-07 05:00:00,0.512,0.199,0.272,0.855,0.555
2019-02-07 06:00:00,-1.167,-0.581,0.842,0.588,-0.395
2019-02-07 07:00:00,0.562,0.162,-2.162,1.184,-0.216
2019-02-07 08:00:00,0.507,0.718,-0.56,0.299,1.182
2019-02-07 09:00:00,0.99,0.296,-0.367,0.51,-0.897
2019-02-07 10:00:00,0.172,-0.359,-0.727,-0.074,1.399
2019-02-07 11:00:00,-0.63,0.491,0.876,0.374,1.305
2019-02-07 12:00:00,0.799,1.196,0.659,-0.152,-0.031
2019-02-07 13:00:00,-0.656,0.293,0.785,-1.463,0.655
2019-02-07 14:00:00,-1.403,0.976,-0.334,1.532,1.0
2019-02-07 15:00:00,-0.954,-0.122,-0.412,0.065,0.095
2019-02-07 16:00:00,0.624,0.178,-0.137,0.169,-0.481
2019-02-07 17:00:00,-0.769,-1.343,0.619,-0.01,-0.145
2019-02-07 18:00:00,0.382,-0.103,-1.336,-0.551,-1.403
2019-02-07 19:00:00,1.021,-0.929,-0.267,0.501,-0.579
2019-02-07 20:00:00,-0.479,-0.335,0.705,0.632,-0.552
2019-02-07 21:00:00,-0.87,-0.333,-0.348,1.078,0.199
2019-02-07 22:00:00,-0.052,1.238,-0.419,-0.796,1.373
2019-02-07 23:00:00,-0.718,0.34,-0.883,-0.508,0.532
2019-02-08 00:00:00,0.156,0.462,-1.084,-0.248,0.974
2019-02-08 01:00:00,0.822,0.175,-1.486,2.689,-0.088
2019-02-08 02:00:00,-0.341,-1.471,-0.098,0.117,-1.14
2019-02-08 03:00:00,-2.339,-0.775,-0.921,0.39,1.149
2019-02-08 04:00:00,-0.254,-0.078,-1.045,-2.133,-1.748
2019-02-08 05:00:00,-1.207,-1.584,-0.076,-0.791,0.633
2019-02-08 06:00:00,-1.143,-0.478,0.111,-0.252,1.1
2019-02-08 07:00:00,-0.928,-1.794,0.463,-0.425,-0.931
2019-02-08 08:00:00,-0.592,0.697,-0.165,0.405,0.373
2019-02-08 09:00:00,0.678,-0.885,-0.223,-1.092,-0.232
2019-02-08 10:00:00,0.647,-1.681,-1.665,1.2,0.499
2019-02-08 11:00:00,0.76,1.173,-0.959,-0.612,0.411
2019-02-08 12:00:00,0.663,-1.172,-0.356,-0.729,0.72
2019-02-08 13:00:00,-0.821,1.316,-0.508,-0.739,-1.139
2019-02-08 14:00:00,-0.225,-0.287,0.838,0.255,-1.38
2019-02-08 15:00:00,0.324,-0.215,-0.376,-0.476,-0.018
2019-02-08 16:00:00,-0.202,0.626,0.283,0.39,0.812
2019-02-08 17:00:00,0.34,1.752,-0.176,-0.741,0.396
2019-02-08 18:00:00,1.015,0.325,-0.995,0.874,-1.129
2019-02-08 19:00:00,-1.068,1.615,0.572,1.001,-0.315
2019-02-08 20:00:00,0.137,0.969,1.441,-0.467,0.994
2019-02-08 21:00:00,0.487,-1.451,-1.53,0.116,0.818
2019-02-08 22:00:00,0.29,0.908,-1.138,-0.055,-0.047
2019-02-08 23:00:00,-2.489,1.028,2.01,0.599,0.504
2019-02-09 00:00:00,-0.056,0.979,0.676,0.377,-0.551
2019-02-09 01:00:00,1.924,0.11,0.712,1.093,-0.711
2019-02-09 02:00:00,-0.024,2.011,-0.03,-0.555,0.484
2019-02-09 03:00:00,0.46,1.597,1.803,-0.616,-0.95
2019-02-09 04:00:00,1.22,0.806,0.408,2.226,-0.01
2019-02-09 05:00:00,-0.107,-0.84,-1.06,0.883,0.861
2019-02-09 06:00:00,-0.039,1.021,-0.143,-0.17,-1.063
2019-02-09 07:00:00,0.272,-0.867,0.155,-1.425,-0.393
2019-02-09 08:00:00,-0.979,-1.419,0.508,-0.832,1.964
2019-02-09 09:00:00,2.346,-0.569,-0.079,-0.722,1.042
2019-02-09 10:00:00,0.614,0.935,0.325,-0.773,-0.054
2019-02-09 11:00:00,-1.946,-1.387,0.537,-0.698,1.401
2019-02-09 12:00:00,-0.028,-0.884,-1.441,0.934,-0.317
2019-02-09 13:00:00,-0.145,-1.618,0.081,-2.019,1.933
2019-02-09 14:00:00,-1.646,-1.705,0.556,0.836,-1.353
2019-02-09 15:00:00,-2.976,0.679,1.433,-0.66,-0.128
2019-02-09 16:00:00,-0.637,1.088,-0.678,-0.949,-1.014
2019-02-09 17:00:00,0.825,0.494,0.4,0.948,-0.542
2019-02-09 18:00:00,0.039,-0.345,0.179,0.105,-2.011
2019-02-09 19:00:00,0.222,-0.084,0.843,1.159,-0.908
2019-02-09 20:00:00,-0.611,-0.609,0.667,-0.742,1.307
2019-02-09 21:00:00,0.145,0.057,-1.342,-0.384,-0.33
2019-02-09 22:00:00,0.496,-0.903,1.058,1.165,-0.021
2019-02-09 23:00:00,0.343,0.861,0.626,-1.347,-0.669
2019-02-10 00:00:00,1.462,0.217,-1.795,-0.081,0.295
2019-02-10 01:00:00,-0.316,-0.108,-0.738,0.381,-0.943
2019-02-10 02:00:00,-0.168,0.999,-1.525,-1.256,-0.182
2019-02-10 03:00:00,-1.285,1.243,-0.716,-0.292,0.15
2019-02-10 04:00:00,0.031,0.607,-1.988,0.95,0.196
2019-02-10 05:00:00,1.335,-1.075,-0.547,-1.127,-0.142
2019-02-10 06:00:00,-0.444,0.184,0.204,1.13,-0.824
2019-02-10 07:00:00,0.6,-1.569,0.592,-0.192,-1.194
2019-02-10 08:00:00,-0.302,0.588,1.665,0.145,-1.062
2019-02-10 09:00:00,1.004,-1.585,1.027,0.832,-0.01
2019-02-10 10:00:00,0.554,-0.106,-0.975,0.605,0.553
2019-02-10 11:00:00,-0.025,-1.212,-0.558,-0.672,0.968
2019-02-10 12:00:00,1.077,0.045,-0.116,1.75,-0.093
2019-02-10 13:00:00,-0.257,0.635,0.351,-1.995,-1.2
2019-02-10 14:00:00,-0.901,0.879,-0.466,-0.412,1.44
2019-02-10 15:00:00,-0.233,0.093,1.916,0.565,-0.462
2019-02-10 16:00:00,-0.082,-0.213,-1.346,-2.265,1.142
2019-02-10 17:00:00,1.403,-0.81,-0.293,0.053,-0.56
2019-02-10 18:00:00,-1.144,-1.539,-0.02,-1.924,0.465
2019-02-10 19:00:00,0.138,-1.05,-0.63,0.35,-1.309
2019-02-10 20:00:00,-1.04,1.337,-1.184,0.478,-0.72
2019-02-10 21:00:00,0.719,0.488,0.003,-0.168,-0.418
2019-02-10 22:00:00,0.31,0.558,1.022,0.561,-1.352
2019-02-10 23:00:00,1.644,0.659,-1.708,0.145,0.635
2019-02-11 00:00:00,-1.817,-1.07,-1.251,-0.491,0.618
2019-02-11 01:00:00,0.262,0.158,-1.516,0.51,-1.542
2019-02-11 02:00:00,-1.344,0.838,1.192,0.337,-0.419
2019-02-11 03:00:00,-1.382,-2.551,1.051,-0.124,0.417
2019-02-11 04:00:00,0.224,-0.456,1.385,0.374,0.578
2019-02-11 05:00:00,-0.254,-0.926,-0.955,1.441,-0.735
2019-02-11 06:00:00,1.862,-0.856,0.776,-0.855,-0.404
2019-02-11 07:00:00,-0.01,0.965,0.215,-0.089,2.222
2019-02-11 08:00:00,-0.921,-1.921,-0.618,-0.489,-0.248
2019-02-11 09:00:00,-0.144,0.297,-1.24,-0.068,-1.569
2019-02-11 10:00:00,0.018,-0.482,-0.028,0.314,-0.994
2019-02-11 11:00:00,-0.414,0.381,-1.252,0.2,-1.136
2019-02-11 12:00:00,0.021,0.185,0.218,0.88,-0.331
2019-02-11 13:00:00,0.318,0.927,0.748,0.422,1.586
2019-02-11 14:00:00,-0.65,-1.875,-1.1,0.59,-1.26
2019-02-11 15:00:00,0.059,-0.06,-0.401,-0.372,-0.408
2019-02-11 16:00:00,2.637,-0.421,-0.054,-0.025,0.308
2019-02-11 17:00:00,0.629,-0.197,0.11,-1.39,-0.377
2019-02-11 18:00:00,-1.337,-2.417,0.688,0.278,1.225
2019-02-11 19:00:00,-0.302,0.776,0.925,1.027,-0.01
2019-02-11 20:00:00,0.508,0.284,-1.156,0.923,0.322
2019-02-11 21:00:00,0.011,-0.224,0.58,0.6,0.431
2019-02-11 22:00:00,-1.319,-1.046,-1.114,-0.513,1.183
2019-02-11 23:00:00,-0.384,-0.316,2.72,-0.845,-0.424
2019-02-12 00:00:00,1.617,0.382,-0.087,-0.457,1.662
2019-02-12 01:00:00,0.072,0.913,-0.332,-0.011,1.903
2019-02-12 02:00:00,0.581,0.835,0.781,0.23,-0.538
2019-02-12 03:00:00,0.151,-1.026,0.712,0.014,0.537
2019-02-12 04:00:00,-0.17,0.744,0.067,-0.077,-0.356
2019-02-12 05:00:00,-0.347,-0.183,-1.354,0.784,0.061
2019-02-12 06:00:00,-1.875,-0.14,0.109,0.776,3.647
2019-02-12 07:00:00,0.402,-0.252,-0.656,0.315,0.313
2019-02-12 08:00:00,0.396,0.804,1.77,0.203,1.252
2019-02-12 09:00:00,-0.724,-0.643,-0.159,0.485,-1.76
2019-02-12 10:00:00,-0.09,-0.519,1.74,0.063,-0.388
2019-02-12 11:00:00,0.23,-1.353,-0.582,-0.234,-1.111
2019-02-12 12:00:00,0.409,2.154,0.569,0.08,0.321
2019-02-12 13:00:00,0.334,-0.342,0.087,0.451,-0.644
2019-02-12 14:00:00,1.572,-1.225,1.277,0.62,0.052
2019-02-12 15:00:00,-0.52,0.478,-0.27,-0.224,0.501
2019-02-12 16:00:00,0.69,0.079,-0.495,0.645,-1.157
2019-02-12 17:00:00,-0.739,-0.192,0.27,1.135,1.16
2019-02-12 18:00:00,-0.708,-0.836,0.098,-0.627,-1.162
2019-02-12 19:00:00,1.11,0.67,0.689,-1.223,-0.29
2019-02-12 20:00:00,1.162,-0.621,0.486,-0.909,-1.045
2019-02-12 21:00:00,0.1,1.052,0.89,-2.146,-1.032
2019-02-12 22:00:00,-0.373,0.436,-0.576,-0.668,0.134
2019-02-12 23:00:00,0.149,0.114,-0.384,-1.073,0.064
2019-02-13 00:00:00,0.669,0.141,-0.452,0.896,0.694
2019-02-13 01:00:00,-0.296,0.009,0.434,-0.51,0.165
2019-02-13 02:00:00,0.163,0.209,-1.281,1.737,-0.856
2019-02-13 03:00:00,-1.271,0.871,0.595,-0.212,1.405
2019-02-13 04:00:00,0.5,-0.273,-0.8,0.994,1.294
2019-02-13 05:00:00,-0.629,-0.894,1.205,-0.119,-0.396
2019-02-13 06:00:00,0.679,-1.783,0.607,-0.058,0.043
2019-02-13 07:00:00,1.821,0.738,-0.474,-0.512,0.64
2019-02-13 08:00:00,-1.395,0.658,0.447,-0.597,-1.073
2019-02-13 09:00:00,-0.78,-0.994,0.747,-0.403,0.013
2019-02-13 10:00:00,-1.802,-1.073,-0.752,-0.864,0.772
2019-02-13 11:00:00,-0.479,0.157,0.794,-0.379,-0.938
2019-02-13 12:00:00,1.011,0.19,0.07,0.378,-1.257
2019-02-13 13:00:00,0.962,0.192,-0.999,-0.547,1.124
2019-02-13 14:00:00,0.094,-0.654,1.565,0.217,-1.801
2019-02-13 15:00:00,-0.116,-0.229,0.481,-0.824,-1.269
2019-02-13 16:00:00,-0.042,-0.149,-0.538,-0.016,1.103
2019-02-13 17:00:00,0.986,-0.46,-1.975,-0.432,0.891
2019-02-13 18:00:00,-0.376,-1.634,1.43,1.527,0.909
2019-02-13 19:00:00,0.652,0.502,-1.226,1.665,-0.208
2019-02-13 20:00:00,-1.734,0.871,-0.786,-1.095,-0.229
2019-02-13 21:00:00,-1.057,0.052,1.34,0.434,0.059
2019-02-13 22:00:00,2.487,0.375,-0.96,-1.516,-0.803
2019-02-13 23:00:00,-1.381,-1.543,-0.383,0.331,-0.272
2019-02-14 00:00:00,-0.607,-1.524,-1.852,0.029,0.903
2019-02-14 01:00:00,0.622,-1.9,-0.302,0.752,-0.879
2019-02-14 02:00:00,-0.254,0.054,-0.102,-0.515,1.412
2019-02-14 03:00:00,0.017,0.272,-1.513,-0.202,0.438
2019-02-14 04:00:00,0.111,-1.273,-0.367,-2.743,-0.097
2019-02-14 05:00:00,-1.807,1.602,1.098,-1.327,1.007
2019-02-14 06:00:00,0.657,-1.422,0.405,1.698,0.592
2019-02-14 07:00:00,-0.381,-0.562,1.319,-0.288,-2.059
2019-02-14 08:00:00,-1.427,0.988,-0.006,0.4,-0.219
2019-02-14 09:00:00,-0.791,-0.324,0.598,0.05,0.943
2019-02-14 10:00:00,0.743,0.872,0.041,-0.235,-0.208
2019-02-14 11:00:00,-0.488,0.332,-1.34,-0.473,0.998
2019-02-14 12:00:00,-1.073,-0.37,-2.189,-0.887,-0.154
2019-02-14 13:00:00,1.335,0.328,-0.756,1.104,0.973
2019-02-14 14:00:00,-1.759,0.393,-1.048,-1.304,0.73
2019-02-14 15:00:00,-0.209,0.914,0.554,-0.003,-0.285
2019-02-14 16:00:00,-0.095,-0.011,-0.657,-1.496,-1.412
2019-02-14 17:00:00,-0.187,0.936,0.123,0.737,0.804
2019-02-14 18:00:00,0.484,0.407,0.209,-0.336,0.523
2019-02-14 19:00:00,0.015,-1.087,-0.001,-0.692,0.36
2019-02-14 20:00:00,-0.037,-0.487,0.637,-0.226,-0.537
2019-02-14 21:00:00,-2.171,-0.75,-0.772,0.435,1.091
2019-02-14 22:00:00,0.05,-0.128,0.936,-0.426,1.071
2019-02-14 23:00:00,0.428,0.197,-0.499,-0.416,-1.786
2019-02-15 00:00:00,-0.041,-0.904,-0.498,-0.352,0.003
2019-02-15 01:00:00,-0.485,-0.742,1.255,0.284,-1.349
2019-02-15 02:00:00,-0.361,0.193,0.667,1.416,-0.42
2019-02-15 03:00:00,-0.748,1.115,-1.057,-1.556,-1.29
2019-02-15 04:00:00,0.436,-2.021,2.752,0.08,-0.515
2019-02-15 05:00:00,1.052,-1.536,1.026,1.86,0.542
2019-02-15 06:00:00,0.586,-1.754,0.061,1.541,0.508
2019-02-15 07:00:00,-1.743,1.232,1.391,2.288,-2.345
2019-02-15 08:00:00,1.47,-0.111,0.326,-0.469,0.155
2019-02-15 09:00:00,1.937,0.33,-1.389,-0.493,-0.688
2019-02-15 10:00:00,-0.215,-0.32,-0.936,0.876,-1.128
2019-02-15 11:00:00,0.395,1.616,-0.896,1.065,0.79
2019-02-15 12:00:00,1.513,-0.76,1.036,-0.635,-1.148
2019-02-15 13:00:00,-1.661,1.126,1.897,0.546,0.948
2019-02-15 14:00:00,1.29,-1.218,0.161,-0.425,-0.538
2019-02-15 15:00:00,0.029,-0.94,-0.946,0.409,0.938
2019-02-15 16:00:00,-0.231,0.305,-0.666,-0.446,0.117
2019-02-15 17:00:00,-0.511,-0.248,-0.468,-0.465,-0.992
2019-02-15 18:00:00,-0.681,-0.157,0.514,1.186,-0.802
2019-02-15 19:00:00,0.508,0.674,-0.243,-0.666,1.164
2019-02-15 20:00:00,0.446,0.095,1.567,-1.217,0.06
2019-02-15 21:00:00,0.993,-0.021,-0.125,-0.598,0.996
2019-02-15 22:00:00,0.989,-1.103,-1.636,-0.559,-1.049
2019-02-15 23:00:00,-1.699,-1.099,1.293,-0.468,1.744
2019-02-16 00:00:00,0.968,1.987,1.45,0.041,-1.102
2019-02-16 01:00:00,-1.328,0.22,0.691,-1.576,0.583
2019-02-16 02:00:00,0.161,-1.2,0.471,-1.323,0.169
2019-02-16 03:00:00,0.244,1.243,0.235,0.69,0.798
2019-02-16 04:00:00,-0.383,-1.986,0.651,-0.367,1.433
2019-02-16 05:00:00,0.065,-1.384,1.622,0.066,1.499
2019-02-16 06:00:00,-1.09,1.398,-0.012,-0.106,-1.478
2019-02-16 07:00:00,0.776,1.574,-0.328,-1.157,1.472
2019-02-16 08:00:00,-1.896,0.318,0.389,-0.268,-0.148
2019-02-16 09:00:00,-2.482,1.146,-2.647,1.097,0.326
2019-02-16 10:00:00,-1.069,-1.243,1.069,-0.173,-0.001
2019-02-16 11:00:00,1.27,-0.207,-0.307,0.381,-0.935
2019-02-16 12:00:00,0.116,-1.104,-1.28,1.431,-0.5
2019-02-16 13:00:00,-1.819,0.815,-0.262,-0.212,0.79
2019-02-16 14:00:00,-0.139,0.308,-0.62,0.09,-1.845
2019-02-16 15:00:00,-0.374,-0.498,1.217,-0.551,-0.349
2019-02-16 16:00:00,0.78,-0.573,0.858,0.158,1.054
2019-02-16 17:00:00,-0.692,0.672,0.551,-0.116,0.438
2019-02-16 18:00:00,-0.966,-0.981,-0.432,-0.076,-0.447
2019-02-16 19:00:00,-0.552,-1.684,-0.773,1.625,0.202
2019-02-16 20:00:00,0.389,-1.017,-0.511,-0.068,-1.463
2019-02-16 21:00:00,1.059,1.03,0.495,0.464,0.392
2019-02-16 22:00:00,1.932,0.368,1.015,2.805,-1.382
2019-02-16 23:00:00,1.92,-0.326,1.154,-1.579,0.852
2019-02-17 00:00:00,0.138,-0.521,-0.906,-0.251,-0.433
2019-02-17 01:00:00,-0.535,1.861,-0.444,-0.88,0.303
2019-02-17 02:00:00,0.938,-1.644,1.622,0.883,0.153
2019-02-17 03:00:00,0.89,-0.398,0.671,1.62,-1.065
2019-02-17 04:00:00,1.134,-0.161,-0.909,1.169,-0.223
2019-02-17 05:00:00,-1.124,0.729,-0.696,1.161,-0.427
2019-02-17 06:00:00,-0.313,0.989,1.564,-0.075,0.666
2019-02-17 07:00:00,1.123,-0.049,1.217,0.838,1.149
2019-02-17 08:00:00,0.576,-0.871,0.358,1.779,-0.322
2019-02-17 09:00:00,-0.862,-0.037,-0.633,-1.44,-0.021
2019-02-17 10:00:00,-0.703,-0.342,0.57,0.246,1.225
2019-02-17 11:00:00,2.135,0.619,-1.102,-0.828,-0.581
2019-02-17 12:00:00,-0.795,-0.58,1.146,-0.359,-1.622
2019-02-17 13:00:00,-0.409,-1.058,-0.144,1.504,-1.501
2019-02-17 14:00:00,0.441,-1.55,-1.822,1.186,0.403
2019-02-17 15:00:00,0.224,-0.606,1.3,-1.172,-2.05
2019-02-17 16:00:00,0.126,-0.376,1.465,-0.488,-0.777
2019-02-17 17:00:00,-0.288,0.236,-1.009,-0.375,-1.594
2019-02-17 18:00:00,0.199,-0.191,-0.448,-0.658,0.788
2019-02-17 19:00:00,-1.23,-0.374,-1.35,0.556,0.317
2019-02-17 20:00:00,0.46,0.407,0.15,0.114,-1.013
2019-02-17 21:00:00,-1.541,-1.114,-1.021,-0.5,1.814
2019-02-17 22:00:00,-1.823,1.065,-0.096,0.16,2.195
2019-02-17 23:00:00,-0.129,2.231,2.724,-1.122,-0.696
2019-02-18 00:00:00,-0.467,1.276,-0.591,-0.025,-0.615
2019-02-18 01:00:00,0.522,1.544,0.337,-0.29,0.247
2019-02-18 02:00:00,0.234,-2.049,0.306,0.741,1.053
2019-02-18 03:00:00,-0.551,1.559,-0.745,0.212,2.338
2019-02-18 04:00:00,-0.022,0.87,-0.584,0.66,0.493
2019-02-18 05:00:00,-1.354,-1.011,-1.401,-1.098,-1.248
2019-02-18 06:00:00,0.384,-0.468,0.435,-0.09,-0.233
2019-02-18 07:00:00,0.774,-0.843,0.164,1.847,2.493
2019-02-18 08:00:00,1.641,2.069,0.72,-0.039,-1.534
2019-02-18 09:00:00,-0.287,-1.249,1.275,0.333,-0.135
2019-02-18 10:00:00,0.023,0.122,0.989,0.671,1.43
2019-02-18 11:00:00,0.248,1.994,-0.147,-0.332,0.148
2019-02-18 12:00:00,-0.928,-1.848,-1.947,-1.205,0.218
2019-02-18 13:00:00,2.207,0.563,-0.3,-0.552,-2.506
2019-02-18 14:00:00,0.468,0.966,-1.141,-2.017,1.26
2019-02-18 15:00:00,-0.145,0.495,0.399,0.584,-1.587
2019-02-18 16:00:00,-0.562,-0.477,-0.563,1.788,0.706
2019-02-18 17:00:00,0.99,1.737,1.207,0.157,0.501
2019-02-18 18:00:00,-0.138,0.55,0.314,1.213,-1.223
2019-02-18 19:00:00,-0.614,0.531,0.924,-1.007,1.315
2019-02-18 20:00:00,1.502,1.122,-1.157,1.254,-1.432
2019-02-18 21:00:00,-1.808,1.53,-0.019,-1.703,0.897
2019-02-18 22:00:00,-1.528,0.133,-0.853,-0.357,1.082
2019-02-18 23:00:00,-1.729,-0.996,0.173,0.277,-0.771
2019-02-19 00:00:00,0.997,0.419,-1.074,0.192,0.908
2019-02-19 01:00:00,2.319,1.225,-0.033,-0.53,-2.854
2019-02-19 02:00:00,-0.186,-1.639,-1.215,0.761,1.007
2019-02-19 03:00:00,-0.841,-1.017,1.035,0.496,0.701
2019-02-19 04:00:00,-1.461,1.911,-0.522,-0.114,0.262
2019-02-19 05:00:00,1.62,-0.884,-0.93,-1.702,2.056
2019-02-19 06:00:00,-0.537,-1.575,-0.209,-1.437,0.53
2019-02-19 07:00:00,0.579,0.066,-1.797,-1.18,-1.156
2019-02-19 08:00:00,0.203,1.7,0.686,1.216,-0.511
2019-02-19 09:00:00,-0.094,0.808,0.768,0.828,1.563
2019-02-19 10:00:00,2.816,2.444,-0.736,-0.079,-0.344
2019-02-19 11:00:00,0.526,-1.156,-0.441,-0.401,-1.45
2019-02-19 12:00:00,-0.574,-0.067,1.021,-0.086,-1.494
2019-02-19 13:00:00,0.121,0.729,-0.163,0.677,-1.152
2019-02-19 14:00:00,-0.575,-0.252,0.668,1.49,0.438
2019-02-19 15:00:00,1.316,-1.083,-1.018,0.009,-0.466
2019-02-19 16:00:00,0.105,-0.714,0.68,-1.475,0.401
2019-02-19 17:00:00,-0.789,-1.029,0.424,-0.328,0.067
2019-02-19 18:00:00,-1.18,0.002,0.797,-0.625,0.126
2019-02-19 19:00:00,1.067,0.748,-0.415,-2.154,0.106
2019-02-19 20:00:00,-0.472,0.627,0.995,1.876,-1.1
2019-02-19 21:00:00,-0.715,-1.341,0.529,-1.155,-1.034
2019-02-19 22:00:00,0.946,-0.494,0.653,1.866,1.302
2019-02-19 23:00:00,-1.678,0.571,0.592,-0.38,-0.986
2019-02-20 00:00:00,-0.254,0.015,-0.965,0.184,0.423
2019-02-20 01:00:00,-0.078,1.264,0.402,0.148,-1.892
2019-02-20 02:00:00,-0.209,-0.773,1.638,0.532,-0.579
2019-02-20 03:00:00,1.088,1.01,-1.224,-0.534,0.956
2019-02-20 04:00:00,0.696,0.844,0.771,-0.177,-0.225
2019-02-20 05:00:00,1.841,0.324,0.702,-0.297,1.328
2019-02-20 06:00:00,0.662,-0.693,0.983,0.903,-0.204
2019-02-20 07:00:00,-0.502,-0.454,0.43,0.373,1.537
2019-02-20 08:00:00,1.379,0.949,-0.453,-0.251,0.382
2019-02-20 09:00:00,-0.138,-0.404,1.254,-1.157,1.083
2019-02-20 10:00:00,-1.252,0.083,0.578,-2.473,0.798
2019-02-20 11:00:00,-0.373,-0.167,-0.631,-1.313,1.131
2019-02-20 12:00:00,0.36,-0.033,-1.705,1.438,1.018
2019-02-20 13:00:00,-2.435,-0.425,0.204,-2.117,-1.252
2019-02-20 14:00:00,0.482,0.26,-0.207,0.546,1.085
2019-02-20 15:00:00,0.767,0.134,1.047,-0.307,-0.119
2019-02-20 16:00:00,-0.319,0.12,1.254,-0.035,-0.074
2019-02-20 17:00:00,-0.586,-1.951,-1.851,-0.158,-0.018
2019-02-20 18:00:00,0.692,1.13,1.31,0.308,0.752
2019-02-20 19:00:00,0.991,0.051,0.287,-0.15,2.05
2019-02-20 20:00:00,0.299,1.269,-2.939,-0.242,0.456
2019-02-20 21:00:00,-0.309,0.288,-0.211,2.116,0.251
2019-02-20 22:00:00,-0.732,1.181,0.326,1.254,-0.013
2019-02-20 23:00:00,-0.042,0.458,0.414,1.526,0.29
2019-02-21 00:00:00,-0.253,0.306,-0.245,0.001,1.256
2019-02-21 01:00:00,1.154,-0.864,-1.246,-0.369,0.224
2019-02-21 02:00:00,-1.338,-0.291,-1.944,0.627,0.94
2019-02-21 03:00:00,0.074,-1.068,-0.112,0.574,-0.303
2019-02-21 04:00:00,0.231,0.041,-1.861,-0.924,0.604
2019-02-21 05:00:00,1.21,-1.354,-0.352,-0.415,1.944
2019-02-21 06:00:00,-0.916,0.192,-1.416,1.927,-0.292
2019-02-21 07:00:00,1.615,-3.339,0.944,-0.148,2.138
2019-02-21 08:00:00,-1.013,-0.51,0.373,-2.191,0.543
2019-02-21 09:00:00,-1.775,-0.014,1.493,1.127,-0.047
2019-02-21 10:00:00,-0.961,1.774,-2.044,-0.336,1.148
2019-02-21 11:00:00,0.085,0.219,0.649,-0.567,-0.849
2019-02-21 12:00:00,-0.759,0.213,0.086,0.578,-0.139
2019-02-21 13:00:00,0.442,0.676,-0.188,-0.578,0.781
2019-02-21 14:00:00,-1.973,-0.846,-2.538,-0.472,-0.849
2019-02-21 15:00:00,0.127,0.263,0.731,-1.383,-0.376
2019-02-21 16:00:00,-0.197,0.793,0.195,-2.158,-1.802
2019-02-21 17:00:00,0.459,-0.91,-0.755,0.347,-0.29
2019-02-21 18:00:00,-0.035,1.19,0.363,-0.808,-2.099
2019-02-21 19:00:00,0.795,-1.875,2.061,0.401,-1.048
2019-02-21 20:00:00,0.618,0.813,1.14,-0.119,-1.808
2019-02-21 21:00:00,0.345,0.319,-0.415,-0.092,-0.723
2019-02-21 22:00:00,-0.416,-0.841,-0.239,1.551,-0.3
2019-02-21 23:00:00,0.258,-0.475,-0.274,1.23,-0.195
2019-02-22 00:00:00,0.591,0.222,0.845,-0.895,1.293
2019-02-22 01:00:00,-0.876,0.891,-1.235,1.424,0.059
2019-02-22 02:00:00,-0.21,-1.003,-0.288,-0.255,0.294
2019-02-22 03:00:00,-1.272,0.206,0.047,0.708,-0.919
2019-02-22 04:00:00,-0.138,-0.146,-0.178,-0.334,0.268
2019-02-22 05:00:00,-1.125,1.146,-0.458,-0.654,1.034
2019-02-22 06:00:00,-0.197,0.929,-1.24,0.166,-0.393
2019-02-22 07:00:00,-0.708,-2.456,-0.207,1.628,-0.367
2019-02-22 08:00:00,1.039,0.352,-1.176,-0.282,0.251
2019-02-22 09:00:00,-0.238,-0.052,-1.133,0.174,-0.18
2019-02-22 10:00:00,1.529,-0.848,-0.261,-0.229,-0.43
2019-02-22 11:00:00,1.202,-0.071,0.939,0.559,0.948
2019-02-22 12:00:00,0.763,1.654,-0.082,0.491,-0.006
2019-02-22 13:00:00,-0.687,-0.235,-1.617,1.409,-0.844
2019-02-22 14:00:00,-0.977,-0.241,-1.355,0.327,0.194
2019-02-22 15:00:00,-0.535,-0.874,0.567,-1.207,-2.02
2019-02-22 16:00:00,-2.313,-0.918,-1.452,-0.575,-0.94
2019-02-22 17:00:00,1.527,0.049,3.268,0.956,-0.74
2019-02-22 18:00:00,0.298,0.349,-0.143,1.466,-0.587
2019-02-22 19:00:00,1.481,1.336,1.011,-0.263,-0.213
2019-02-22 20:00:00,0.637,0.634,0.034,-0.067,-0.451
2019-02-22 21:00:00,-0.62,1.134,0.253,-0.331,-0.67
2019-02-22 22:00:00,-0.006,0.23,0.847,0.183,1.354
2019-02-22 23:00:00,-1.426,-0.233,-0.185,1.919,-0.764
2019-02-23 00:00:00,-0.164,-0.312,1.986,1.537,0.572
2019-02-23 01:00:00,-1.879,0.337,0.252,0.156,0.026
2019-02-23 02:00:00,0.339,-0.715,0.696,1.196,-1.413
2019-02-23 03:00:00,-0.501,-0.96,0.504,0.85,1.025
2019-02-23 04:00:00,-1.129,1.102,-0.435,0.669,0.262
